"indiv_id","weight_kg","X","duration","n.notes","low.freq","high.freq","note.rate","bandwidth.mean","bandwidth.sd","firstnotehighfreq","lasttnotehighfreq","sex","name"
"snoopy",1.518,219,2.580588585,6,3756.9,5688.1,2.32505097281906,574.216666666667,222.404778875515,4810.3,5372.1,"M","snoopy"
"snoopy",1.518,215,3.210770247,8,3511.1,6109.4,2.49161396941274,419.8875,162.378406705712,4564.5,6109.4,"M","snoopy"
"soleil",0.96,178,2.321924913,5,3739.2,7372.5,2.1533857412899,706.28,261.239951002905,6455.4,5538.2,"F","soleil"
"soleil",0.96,182,2.105871551,5,3351.2,5961.5,2.37431385481498,344.52,149.172876220847,4515.2,5961.5,"F","soleil"
"soleil",0.96,180,2.430383776,5,3668.6,5855.7,2.05728825602562,292.84,77.0101811450928,4726.9,5855.7,"F","soleil"
"soleil",0.96,181,2.415397785,5,3891.2,6136.1,2.0700524075375,482.34,342.370293687989,4839,5737,"F","soleil"
"soleil",0.96,177,2.772268055,6,3561.9,6162.7,2.16429287535112,617.283333333333,252.125678316721,4805.8,5936.5,"F","soleil"
"soleil",0.96,179,2.367276115,5,3598.1,5961.5,2.11213215404744,551.24,248.147149892962,4656.3,5961.5,"F","soleil"
"sookie",1.008,246,3.316360375,8,4320.5,6179.6,2.41228307403112,387.5875,121.809247097958,5056.1,6179.6,"F","sookie"
"sookie",1.008,244,3.317131186,8,3862.3,5933.8,2.41172252510365,409.1125,128.166503730778,4564.5,5933.8,"F","sookie"
"sookie",1.008,247,4.192950961,10,3651.6,6355.2,2.38495515282989,482.35,272.994282601913,5512.5,6355.2,"F","sookie"
"sookie",1.008,249,3.730802804,9,4410.8,6211.1,2.41234942526327,411.522222222222,159.862939559,4985.8,6211.1,"F","sookie"
"sookie",1.008,245,3.265312534,8,3941.3,5888.9,2.44999518934257,323,76.3597874725771,5196.5,5888.9,"F","sookie"
"sookie",1.008,248,3.761873591,9,3775.1,6211.2,2.39242488677233,440.244444444444,139.192017651077,5368.5,6211.2,"F","sookie"
"sookie",1.008,243,2.825538017,7,3674.3,5495.2,2.47740428827506,578.328571428571,162.806937959102,4723.1,5495.2,"F","sookie"
"spencer",1.245,63,3.02296742,7,3553.1,5643.1,2.31560550526873,393.728571428571,84.0737912845161,4472.7,5434.1,"M","spencer"
"spencer",1.245,65,1.489113043,4,3720.3,5559.5,2.68616275896792,344.5,0,4848.9,5559.5,"M","spencer"
"spencer",1.245,62,2.763377686,7,3103.6,5202.1,2.53313183914882,602.928571428571,205.050015965908,3990.3,5202.1,"M","spencer"
"spencer",1.245,67,2.384587689,6,3162.7,5083.9,2.51615825565054,401.95,169.356532203514,3753.8,5083.9,"M","spencer"
"spencer",1.245,61,2.414973111,7,3083.7,5231.9,2.89858299792887,627.542857142857,197.108099420452,3811.3,5231.9,"M","spencer"
"spencer",1.245,69,1.839017522,5,2758.9,5099.7,2.71884304536822,792.44,239.02411593812,4389.1,5099.7,"M","spencer"
"spencer",1.245,66,2.275958272,6,2842.5,5141.5,2.63625219926703,559.85,170.094641303011,3929.3,4389.1,"M","spencer"
"spencer",1.245,71,2.526139582,6,2542,5083.9,2.37516566493514,488.1,201.395124072059,4079,5024.8,"M","spencer"
"spencer",1.245,64,2.026140869,4,2926.1,4723.5,1.97419639532477,538.325,82.4344739778207,4221.9,4514.5,"M","spencer"
"spencer",1.245,70,2.216463165,5,3999.3,5368.4,2.25584619629806,344.52,105.49135983577,4719.9,5332.4,"M","spencer"
"spencer",1.245,72,1.780603707,5,3803.9,5475.9,2.80803638695334,361.76,72.084242383478,4681.7,5475.9,"M","spencer"
"spencer",1.245,68,1.419031965,4,3103.6,4640.5,2.81882304180512,538.325,147.121817439381,4079,4611,"M","spencer"
"spike",1.325,207,2.95256496,6,3128.9,5099,2.03213141159814,244.05,35.1501778089386,3853.2,5099,"M","spike"
"spike",1.325,209,2.13799444,5,4425,5531.2,2.33864031938268,344.5,0,5080.5,5531.2,"M","spike"
"spike",1.325,206,2.201633581,5,3882.2,5099,2.27104094121282,396.2,77.0604957160282,4606.5,5099,"M","spike"
"spike",1.325,208,2.736588721,6,3031.9,5367.3,2.19251068089161,358.883333333333,114.480817898313,3974.3,5244.4,"M","spike"
"spike",1.325,204,2.706873946,6,3646.5,4983.1,2.2165790205585,287.1,70.3003556178772,4302.1,4896.2,"M","spike"
"spike",1.325,205,2.772591222,6,3400.7,5121.5,2.16404061023894,315.833333333333,88.9753374068717,4261.1,4875.7,"M","spike"
"spike",1.325,203,2.22538683,5,3737.3,5041.1,2.24680039110324,344.52,60.9172553551126,4345.7,4896.2,"M","spike"
"spock",1.21,87,3.028877659,8,3603.4,5855.6,2.64124236785491,462.975,137.643916891168,4677.5,5301.2,"M","spock"
"spock",1.21,82,1.249960443,4,4331,5474.4,3.20010126912472,258.4,70.3003556178772,5370.5,5474.4,"M","spock"
"spock",1.21,83,3.626437705,9,3499.5,5405.1,2.48177432845217,363.666666666667,83.7170382897054,4157.8,5335.8,"M","spock"
"spock",1.21,86,2.809333872,7,3430.2,4989.3,2.49169387439757,307.614285714286,109.587003921868,4504.3,4989.3,"M","spock"
"spock",1.21,81,2.612879914,8,3811.3,5578.4,3.06175571144139,484.5,165.615656609771,4573.6,5301.2,"M","spock"
"spock",1.21,84,3.403597363,8,3499.5,11156.7,2.35045428315547,559.875,341.448091641635,4296.4,5717,"M","spock"
"spock",1.21,85,2.362144067,6,3534.1,5647.7,2.54006522456532,646.016666666667,316.487683277986,4296.4,5405.1,"M","spock"
"sriracha",1.28,242,2.836289987,7,6657,8869,2.46801280266974,996.685714285714,301.877273234071,8377.4,7991.2,"F","sriracha"
"sriracha",1.28,241,2.557267579,6,3827.1,4880.5,2.34625427908731,315.816666666667,104.310812798418,4283.6,4880.5,"F","sriracha"
"storm",0.995,277,4.999367186,12,6236.6,8463.1,2.40030378916841,1047.95833333333,254.009332177645,8319.5,7206.2,"F","storm"
"storm",0.995,276,5.185324683,13,5912.9,8326.9,2.50707540891707,1099.85384615385,189.857817920783,8175.4,7852.1,"F","storm"
"storm",0.995,274,5.140558968,13,6128.5,8445.9,2.52890786409125,914.338461538462,332.72355777347,8059.6,6971.2,"F","storm"
"storm",0.995,275,4.502467679,11,6418.5,8429.5,2.44310471151302,861.336363636364,252.593654998408,7172.6,8034.5,"F","storm"
"taz",1.17,123,4.027543888,8,4229.5,5851.1,1.98632224066778,344.55,130.218212463322,5019.1,5851.1,"M","taz"
"taz",1.17,124,2.839532829,6,4004,5470.2,2.11302364203094,287.116666666667,104.299806647312,4624.3,5413.8,"M","taz"
"taz",1.17,127,3.52357391,7,3947.6,6259.7,1.98661931856568,356.828571428571,59.4560541993192,5019.1,6259.7,"M","taz"
"taz",1.17,125,3.288501039,7,3552.8,5808.6,2.12862940196261,332.214285714286,59.442252889434,4116.8,5695.8,"M","taz"
"taz",1.17,126,4.680678918,9,3947.6,6259.7,1.92279798671719,373.244444444444,86.1458372632002,4849.9,6259.7,"M","taz"
"wasabi",1.35,284,5.623125771,11,3342.7,5043.4,1.95620735654358,540.281818181818,204.139348574359,4222.3,4339.6,"M","wasabi"
"wasabi",1.35,279,4.119258812,8,3134.6,5188.2,1.94209695605793,506.0375,168.756197240702,4053.3,5154.3,"M","wasabi"
"wasabi",1.35,280,5.232654566,10,3360,5250,1.91107589348179,456.5,157.500074074057,4200,5250,"M","wasabi"
"wasabi",1.35,281,7.485027101,15,3622.5,5302.5,2.00400076013031,447.9,235.210401252034,4515,4777.5,"M","wasabi"
"wasabi",1.35,278,4.979069231,10,2887.5,5117.5,2.00840750269937,577.09,128.727286669662,3780,4935,"M","wasabi"
"wasabi",1.35,283,4.621036975,9,3460,5102,1.94761479916529,277.533333333333,71.75,4105.1,4926.1,"M","wasabi"
"wasabi",1.35,285,8.534544919,18,3055.2,5072,2.10907554776911,531.144444444444,207.32724693166,3794.7,3996.3,"M","wasabi"
"wasabi",1.35,282,8.215352231,17,3108.1,5102,2.06929654651347,476.258823529412,236.112526295259,4163.7,4339.6,"M","wasabi"
"willow",1.17,190,2.807635668,6,4634.7,6460.5,2.13702941175201,502.45,167.163868703736,5407.2,6460.5,"F","willow"
"willow",1.17,188,2.788598857,6,4604.6,6668.1,2.151618180915,315.833333333333,140.645620858478,5253.1,6196.4,"F","willow"
"willow",1.17,185,3.986864907,8,4332.5,6282,2.00658918388578,398.375,171.885890304336,5206.4,5878.7,"F","willow"
"willow",1.17,194,3.218622369,6,3230.3,6390.3,1.86415158789322,258.4,94.3178244023896,3721.8,4915.6,"F","willow"
"willow",1.17,191,3.890700918,8,4002.7,6530.7,2.05618477714097,484.5,177.931848911719,5336.9,6460.5,"F","willow"
"willow",1.17,184,4.02729585,8,3790,6049.7,1.98644457670027,398.375,171.864412920684,4978.4,6049.7,"F","willow"
"willow",1.17,183,3.300793319,7,3822.5,5961.6,2.12070230502063,762.885714285714,376.842245635011,4678.2,5961.6,"F","willow"
"willow",1.17,193,1.663908089,4,3932.5,6179.6,2.40397893756498,301.45,86.1,4494.3,6179.6,"F","willow"
"willow",1.17,187,4.617671238,10,4788.8,6569.5,2.16559375594075,430.67,167.411203992511,5500,6334.9,"F","willow"
"willow",1.17,189,2.795906324,6,4424,6741.4,2.14599464527696,445.016666666667,100.694715187375,4985.8,6741.4,"F","willow"
"willow",1.17,186,2.869386383,6,4516.6,6217.3,2.09103940673437,473.75,47.1589122011948,5279,6100,"F","willow"
"willow",1.17,192,3.297620958,7,3932.5,6530.7,2.12274245256055,455.257142857143,170.212356162754,4564.5,6249.8,"F","willow"
"willow",1.17,195,3.565381266,7,3932.5,6320.1,1.96332439022806,332.228571428571,144.360286716785,4424,6320.1,"F","willow"
"xena",1.143,145,3.019430368,7,3803,5459.2,2.31831807555033,566,280.70090250419,4388.1,5459.2,"F","xena"
"xena",1.143,144,3.170511442,8,3065.5,5708.1,2.52325220909895,667.5375,188.402077160979,4492.5,5443.9,"F","xena"
"xena",1.143,149,2.812170603,6,3693.3,5704.5,2.13358321632381,473.733333333333,141.543684658365,4351.5,5704.5,"F","xena"
"xena",1.143,150,2.824278024,6,3473.9,5667.9,2.12443674065142,416.316666666667,191.96040650787,4168.7,5667.9,"F","xena"
"xena",1.143,148,2.816351607,6,3656.7,5667.9,2.13041581352523,488.1,129.680592225668,4351.5,5667.9,"F","xena"
"xena",1.143,147,3.398146904,7,3108.2,5671.2,2.05994625828572,516.814285714286,289.974610547035,4388.1,5671.2,"F","xena"
"xena",1.143,146,4.491663078,10,3583.6,5448.5,2.22634686225234,499.57,166.411611841108,4351.5,5156,"F","xena"
